doc_id,filename,relative_path,label,split,char_count,case_id,template_family_id,degradation
SYN-00457,doc_0036.txt,documents/other/doc_0036.txt,other,train,285,SYNTH-CASE-0037,family-06,none
SYN-00458,doc_0037.txt,documents/other/doc_0037.txt,other,val,188,SYNTH-CASE-0038,family-07,none
SYN-00459,doc_0038.txt,documents/other/doc_0038.txt,other,test,162,SYNTH-CASE-0039,family-08,none
SYN-00460,doc_0039.txt,documents/other/doc_0039.txt,other,challenge,301,SYNTH-CASE-0040,family-09,ocr_like_text
SYN-00461,doc_0040.txt,documents/other/doc_0040.txt,other,train,287,SYNTH-CASE-0041,family-00,none
SYN-00462,doc_0041.txt,documents/other/doc_0041.txt,other,train,252,SYNTH-CASE-0042,family-01,none
SYN-00463,doc_0042.txt,documents/other/doc_0042.txt,other,train,283,SYNTH-CASE-0043,family-02,none
SYN-00464,doc_0043.txt,documents/other/doc_0043.txt,other,train,218,SYNTH-CASE-0044,family-03,none
SYN-00465,doc_0044.txt,documents/other/doc_0044.txt,other,train,283,SYNTH-CASE-0045,family-04,none
SYN-00466,doc_0045.txt,documents/other/doc_0045.txt,other,train,288,SYNTH-CASE-0046,family-05,none
SYN-00467,doc_0046.txt,documents/other/doc_0046.txt,other,train,231,SYNTH-CASE-0047,family-06,none
SYN-00468,doc_0047.txt,documents/other/doc_0047.txt,other,val,266,SYNTH-CASE-0048,family-07,none
SYN-00469,doc_0048.txt,documents/other/doc_0048.txt,other,test,212,SYNTH-CASE-0049,family-08,none
SYN-00470,doc_0049.txt,documents/other/doc_0049.txt,other,challenge,396,SYNTH-CASE-0050,family-09,ocr_like_text
SYN-00471,doc_0050.txt,documents/other/doc_0050.txt,other,train,299,SYNTH-CASE-0051,family-00,none
SYN-00472,doc_0051.txt,documents/other/doc_0051.txt,other,train,252,SYNTH-CASE-0052,family-01,none
SYN-00473,doc_0052.txt,documents/other/doc_0052.txt,other,train,328,SYNTH-CASE-0053,family-02,none
SYN-00474,doc_0053.txt,documents/other/doc_0053.txt,other,train,289,SYNTH-CASE-0054,family-03,none
SYN-00475,doc_0054.txt,documents/other/doc_0054.txt,other,train,224,SYNTH-CASE-0055,family-04,none
SYN-00476,doc_0055.txt,documents/other/doc_0055.txt,other,train,259,SYNTH-CASE-0056,family-05,none
SYN-00477,doc_0056.txt,documents/other/doc_0056.txt,other,train,218,SYNTH-CASE-0057,family-06,none
SYN-00478,doc_0057.txt,documents/other/doc_0057.txt,other,val,273,SYNTH-CASE-0058,family-07,none
SYN-00479,doc_0058.txt,documents/other/doc_0058.txt,other,test,259,SYNTH-CASE-0059,family-08,none
SYN-00480,doc_0059.txt,documents/other/doc_0059.txt,other,challenge,266,SYNTH-CASE-0060,family-09,ocr_like_text
